epoch,accuracy,loss,val_accuracy,val_loss
0,0.2054455429315567,2.744697093963623,0.27938342094421387,2.432518482208252
1,0.3564356565475464,2.1998283863067627,0.30154141783714294,2.2519707679748535
2,0.4529702961444855,1.8781169652938843,0.4161849617958069,2.038318395614624
3,0.47648516297340393,1.7533960342407227,0.4441233277320862,1.9119784832000732
4,0.5160890817642212,1.6191673278808594,0.46820810437202454,1.8615472316741943
5,0.5462046265602112,1.499617576599121,0.4691714942455292,1.844140648841858
6,0.5680692791938782,1.4289202690124512,0.47591522336006165,1.816824197769165
7,0.5775577425956726,1.3700451850891113,0.489402711391449,1.738080382347107
