epoch,accuracy,loss,val_accuracy,val_loss
0,0.1637788712978363,2.8910915851593018,0.2851637899875641,2.444777488708496
1,0.29249176383018494,2.3317103385925293,0.32177263498306274,2.24819016456604
2,0.36427393555641174,2.0816116333007812,0.3911367952823639,2.0641391277313232
3,0.4092409312725067,1.924670696258545,0.37283235788345337,2.0434439182281494
4,0.47070956230163574,1.73941171169281,0.41233140230178833,1.9151716232299805
5,0.47648516297340393,1.6799356937408447,0.45568400621414185,1.8266170024871826
6,0.5107260942459106,1.5822992324829102,0.4614643454551697,1.8925421237945557
7,0.5338283777236938,1.4829286336898804,0.4778420031070709,1.742498517036438
